"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
"B4053_clean_2wks_Brain_20050426_17829.CEL",81.8645172575135,5.1119559527504,-31.0646865436709,-0.408414523044403,8.82679448178915,-22.7114067043336,16.0818606460337,-17.489883295516,12.1503730114412,-22.0550804368502,13.9811517108199,3.41849459558406,23.2596386001444,-22.7536436280564,-10.2012675059202,-8.41713542752333,13.7461282553239,-10.4751821528225,-20.362997269733,-20.8851546068745,-11.4635547751783,3.28150961126221,15.5115699670847,1.82892796048125,3.2216111474235,6.73701886379184,-0.864924167894528,0.285785853959913,-0.754475814803348,3.22044879052785,-8.45337299317496,3.41879689204479,-1.51201844280155,1.93506227054379,4.09207479870929,4.85925276445564,-0.242121571289067,-4.23294141207416,3.50259159989847,-1.31289128490139,-1.98704186582453,0.291796848510616,0.408131930781642,-0.564122745856717,-0.605723341447916,-2.09164283115904e-13
"B4053_clean_2wks_Brain_20050426_17882.CEL",83.1091296133427,2.39183190112095,-25.3222686431074,6.57250503057026,-0.59705521434464,-19.3705026694862,14.774201915728,-27.4272063215513,-18.5181556154343,-31.5089273824736,16.0678623695893,10.1047184205685,11.9707487857699,23.5542087028204,5.44087908466568,25.239897861998,0.794919747104004,-7.65822075231119,20.7887315222604,3.66429750527262,9.90840724581833,-0.672717204263563,-14.2298430717098,4.34673045203543,0.754045419030043,6.23479825984297,2.51154225938455,7.81433813223068,-1.10509553932586,3.75546919294257,-2.34798302799734,-2.75297587076708,1.39651640984107,-2.54397112519666,-4.32670800829549,6.5563071514669,1.8456181142264,-0.567492123010392,-1.97413098538463,0.242008361501878,3.16551763772572,-3.52916789151072,-1.01561003449034,-0.151034161259538,-1.22030193618902,-2.45668069220883e-13
"B4053_clean_3wks_Brain_20050607_051005.1.CEL",77.1048831139253,7.68516255329671,-1.69048200816009,5.6000974533966,-6.18536470310553,21.4992882835778,-18.3945665432031,6.22565605296012,-15.038340411655,10.6975732908989,-17.153292207011,-18.3172906246134,5.38405923079602,-1.35919871630565,5.95389439175902,4.80159860719485,-0.1672202957491,-8.12426133931848,13.9580408363687,-23.0217180688984,-15.2907886130204,-10.2021984718117,-3.62483113739149,-11.0351399626205,-3.08986518902971,5.33950031503446,-6.34910046078007,3.16920736750037,-16.6595051930499,17.9639543870147,-3.98794385514413,-8.44411542458035,-13.176731059668,3.37826800425107,-1.23397109553572,-9.5627405317126,2.66401261969936,5.16038693436671,-1.91366480686812,3.45005549644239,-1.62264270226385,-0.516977192417537,2.61301999740797,-1.47625698501852,-1.67082736637055,-2.3412695393521e-13
"B4053_clean_3wks_Brain_20050607_051005.2.CEL",91.4190739000305,-6.00461369199599,-9.02930077023234,6.64762660137592,7.64278789564859,18.9280294705316,-4.35432261969943,3.0795935080107,-2.61508600719426,-1.1367818615826,-2.87037464878728,-12.0981222229762,5.52383136960219,-9.23290502310348,11.9811341064085,0.676852993223839,4.24525556024572,-0.0609863835944204,15.8006314155539,-0.715905020870848,3.15547911346276,-5.16473661486177,-0.349587370640729,-11.0641968465974,-0.261224209738196,-4.96697087939635,14.8842614010519,-14.4245302822177,12.2522996099853,-16.5883251930844,-2.08617976829707,-8.27636695109715,0.221268974686621,-4.70126092267731,23.4528128468746,3.90910396106313,-1.62409054746432,-13.4248733731547,-4.76847657568715,-12.5300832522661,-4.77136197231235,5.26926674841969,-2.12333121193425,2.41351683155415,0.795348400247738,-2.02830807705112e-13
"B4053_clean_3wks_Brain_20050607_051005.3.CEL",81.8504762213755,-1.32643956523041,0.377666376545917,-2.30639539123766,12.507764840249,21.0420129366094,0.483117486277653,-1.33542037831025,-5.05335813866027,10.3164416876152,-7.31363306751529,-26.8606983737394,10.2105420866867,-4.86181397005365,10.2731360967855,6.73640276735112,14.1082021339485,10.9588461272338,2.83527424326804,1.99598517788827,9.25446423462836,1.47430146839089,6.92848483074807,5.82639300049229,0.29389473291929,-1.34528848108606,-7.44287654240642,-2.31117881003133,15.1924918016277,-1.25560666380409,8.2023034701546,19.7157497539344,-1.08425689760632,18.1611784666436,-15.9993820127765,12.6358252159089,4.73856797998934,-1.64832411294214,0.251479730457823,7.84762231284471,3.6229333526719,-0.642025739926218,-2.17187223371969,-2.11042657393096,-0.764370347006216,-2.19622930952568e-13
"B4053_clean_4wks_Brain_20050523_050505.1.CEL",96.6310101856003,-11.1679138102913,-6.03002896068614,13.5870416978851,-3.01910605282882,22.6508915975678,-19.2130215742544,-20.6452753649205,6.60156115244103,-4.17974097953833,-2.37121355243872,8.87200410355167,-0.161430754777534,-4.62770794886543,0.498287005984315,-7.17532863639144,-19.2683252035342,-4.45247130660851,-3.40694311714767,8.48997849206784,-19.3650530332633,-1.68835049459555,-8.91292296706283,-1.24535796234347,-0.345372123306385,5.14184261046557,-8.71114147190723,17.7195369597942,9.02100972595771,-19.3223398351607,-2.82242311184726,3.2668192527553,6.1679455001323,0.0688542617801236,-14.195232447048,-11.680582221507,-6.33312869721316,-5.68056181135252,-4.22611471666187,0.381733476629268,-6.92104766468414,8.87654247312948,-3.34520536443215,-3.00377910397281,1.32147914193414,-2.32730501537048e-13
"B4053_clean_4wks_Brain_20050523_050505.2.CEL",84.4177551923741,-2.90413285447017,-5.45160485042554,2.99323519391347,-15.6566003039534,17.5382989754284,-28.0625523383547,-21.0431662980676,0.285647477059626,7.52200270868052,5.36857536550885,30.8517849293032,7.24922821140715,2.06080407563949,3.67490973951284,-6.78633876401283,-11.1114739013006,3.59795218333759,-12.5121553437429,9.64982561319964,-4.31639922556024,-0.914630071943972,-5.49931254125503,-7.40913141879954,5.29501446818145,-10.0497307545176,-1.11548785292765,-20.2039179639866,-6.19429795566813,8.01148831916022,8.05914320910789,-5.22305742163702,-3.18807243791579,12.5148790982741,2.18676884383212,14.456511015451,-4.96697693822502,10.3162244161598,1.73590429696528,-3.26189761857089,7.30937811114904,-7.11081163849794,-1.91858389216756,0.310974694865135,1.12315532696324,-2.07760891823838e-13
"B4053_clean_4wks_Brain_20050524_050505.3.CEL",78.3320748649278,-12.9854228585323,5.4247615834443,20.4088345642797,-10.008929523912,26.4027276458001,-14.2885034236585,-7.96717081693112,-0.133876221169569,-5.60963165311923,-9.58076107249038,3.15497038885916,-7.83760264947688,1.27312536080541,5.46997862901241,6.35651889027738,10.4997545143509,5.70464752169983,-20.6973531827666,6.45670550066492,6.5940744635668,11.2393405979693,0.021414978993131,9.35523189720354,-3.20755304867316,0.246421860828205,-6.94588614528546,4.55285896179663,9.18060626771002,6.53349749001671,-2.38773741410715,-0.0584721477162616,-3.24478434588508,-21.0226221385695,11.0952717557672,-10.8959528992063,19.2422886723197,3.00550938263757,-0.917035950176963,-0.408264882446342,11.0780266778096,-4.54958801741929,8.93090045142074,0.453009241420872,-3.47626136763004,-2.23305748892066e-13
"B4053_clean_5wks_Brain_20050607_051205.1.CEL",67.1709007417057,0.905145857386135,8.92926038018322,-7.5243746008129,8.793102446361,22.932038688852,-10.4555573140909,2.57265805799799,6.46680915053762,13.6832130404688,25.1129762976696,5.12954397951428,-21.4532699777365,-8.21685677838761,-9.44146455115249,-6.52342973673748,-10.1192297054776,-8.14689560132341,11.5096866170636,-15.5901281613049,9.85550014808266,-14.0693146566053,8.56738611039749,14.2169909035625,3.59093895700021,5.30677058424504,12.2136828283827,5.07895099045234,-0.291816574367428,-1.73244935113832,4.90458121495598,-2.88143165207227,14.4857638103329,-4.8230628846875,-0.621711878745656,7.10420588849792,12.9644674085616,10.1695866577092,7.19866253479632,7.57594435960244,-3.01605863802358,-2.79724431674503,-2.35652541139357,2.46366040976024,-0.599992091284509,-2.29850860566927e-13
"B4053_clean_5wks_Brain_20050608_051205.3.CEL",69.6339180018496,4.9796397902567,18.6880604491117,-9.66140056841968,-7.42496837601183,18.18105552537,-3.3019633075776,9.80283290661687,-1.22516479943223,15.4792833035516,6.49495058444429,-6.26687464465771,0.746566715639294,16.4531376910726,-7.46378102293257,6.92544252587791,9.81776934882424,-1.09622668174491,-3.12714333479773,11.2606307807568,3.06222589239454,-6.04470881735956,9.45352623409118,9.21906003409536,12.7689998304172,5.45225257849524,-4.22838017818581,2.28845761164731,-10.698472771721,5.07780694488941,-8.07297865986422,14.2653985482738,4.20071770682304,-10.0260544380038,8.30577997067839,-0.85864810001384,-29.9902337096122,-0.489587540469886,4.90079748372875,-3.02355874581745,-3.95523181142261,1.67477079469145,5.07388681830565,3.73338787666366,2.86337559552336,-2.05797184849033e-13
"B4053_clean_6wks_Brain_20050627_051905.10.CEL",47.4371100825435,-13.1376406155527,-15.2939545428604,9.96133819589947,-4.22411139200563,-8.78503924425011,17.9798543333011,31.599655152027,-18.8148029054971,-12.3775364402977,12.5794545723206,19.155989377399,-21.3766447757791,6.22257251574179,-1.95114704701053,-3.71558748715484,2.24631594493159,6.73351501866256,5.69632289192036,-18.4021772310529,-6.72734376390356,1.79492788484292,1.7807443628154,1.08496062565177,-1.3589710849781,-19.3420177373975,-1.45701979079397,-3.78202951861492,20.1179555638126,2.72099464731186,-0.139116286892451,8.83697391537947,-9.70554247185773,3.34110583106528,-3.0188879902768,-11.3594307096008,-10.2688844758837,9.31214694492754,-4.46188756413679,-3.29028444422127,0.19073269264932,0.104941116704803,2.18119977552806,-0.248842480800085,2.17471589039777,-2.24734293674533e-13
"B4053_clean_6wks_Brain_20050628_051905.11.CEL",65.5135933607304,-14.9043467869113,-18.9256191724171,24.8433432778927,-2.64540298729222,4.69194823202413,9.32343309350391,45.5915407698324,0.608866216335228,-24.7744386487158,-2.66123960435543,-1.27455052478946,-7.74391924642194,4.21005907629582,10.3153667170562,-27.6622381440945,5.60379997932766,12.753491277319,1.64314839587047,0.986788375998221,5.08693203776328,12.9687953014846,-10.0697548868494,1.09780580890656,-0.200269022919402,8.92039265479388,-8.70102638735047,1.02857259446358,-20.7669604889242,-3.18996735924925,1.25235572168752,-3.74062124774924,9.32957582570084,0.788729555754342,-2.42911137664484,8.10076691465649,1.4891063190682,-6.32958379829781,4.23916904178232,-0.916635037640445,0.971944023018226,-0.59353897991628,-5.31597814239603,-1.01216329177037,0.369490671372248,-2.28760586862276e-13
"B4053_clean_6wks_Brain_20050628_051905.12.CEL",55.138828941934,6.58748853489717,-6.61186429759719,-6.21013258605247,5.43982373763116,-18.9627017777428,9.07129489593784,21.0848070687069,22.0401700243362,9.54930480212414,-7.06357923620137,3.30835559570487,8.54132089801655,29.2904386411366,7.73988432179675,-2.04809763945269,-7.18778662892532,4.18384436337229,-18.4688122047931,-2.57400525300175,8.40474889537898,-15.3695894023397,8.23904918935951,-25.3959922079724,-5.88173420511036,6.36967802175708,17.7572353894313,10.852028329627,3.63997313458686,0.355163800703161,-0.759109468056214,4.8889635552023,2.68893220627271,-0.364965015474026,-2.74892418310138,0.0413603242143318,4.81358472311202,4.59198457735427,-4.75949331228448,-0.376751371123975,3.63635196837093,2.66529207747797,0.360679886382535,-3.58066111412184,-1.60719307813353,-2.5027462741134e-13
"B4053_clean_7wks_Brain_20050629_060705.1.CEL",-66.7678994952026,-114.810682804236,-11.3759722574213,-24.1276468962229,12.6942121800109,-4.78141100184031,-12.8093691260809,-8.05543937361857,-0.397789789175873,8.27143995880642,7.07954637445144,-7.01408216951589,-12.2772197053887,4.35172807706751,4.43156371902413,-3.76282683035152,-1.90906699822387,-26.5969286076216,-3.2891895911707,-9.61818905830827,11.0117681993031,19.7003295430763,-11.6947427686425,-16.5928647242026,8.70296415095315,10.328204667375,-6.1378588701184,-2.56830673315453,5.41800154307595,3.31329406308032,5.96901738442772,9.2989068642852,1.51630093997583,2.11821943749415,4.23055868888266,-1.00376972142841,-2.52455392008488,-1.89796936345956,1.85994572665875,-0.668463149135338,1.2116121303973,1.71058313823077,1.16708080296372,0.987372038605148,-0.72696498312417,-2.30829244607378e-13
"B4053_clean_7wks_Brain_20050629_060705.2.CEL",-52.8869368263773,-105.191154087852,-10.8080971200536,-36.4872812887778,11.0224372606347,-8.66580851314331,-16.8448212551314,-5.63837339906847,-9.06356413376627,8.80524930000924,2.78622248881046,5.90099205064494,11.0106135011318,12.3049052871336,-1.18147074327694,-14.900400521854,28.6755837956936,10.2006036841403,6.11046627089053,8.76388394209415,-22.4003478971998,-9.88960098583642,-1.96675637519153,10.0977059765893,-8.61630377719352,-2.55007110666293,11.0939266186894,2.45457061965276,-0.0468180137780536,0.945399388754784,1.95067148362244,-4.47223060162693,2.52330419953147,-4.08085317145347,-2.74445932906944,-0.565231324330815,4.95064857154694,0.489952891611649,-1.20574716902167,2.57723149767956,-1.39183353952211,0.85762492475975,-1.09873569259775,0.882917808177288,1.53121744641972,-2.28460479700932e-13
"B4053_clean_7wks_Brain_20050705_060705.3.CEL",-40.6523624303437,-118.807068431615,-18.9855106258313,-12.340879156738,22.0546930484924,2.62714204976703,-11.4024731564749,16.7972973300492,8.14290434626745,-24.3909111965237,-9.76850065535066,-2.23030452988291,5.90182264852023,-10.4625590205938,-8.44560911086088,22.5106886032725,-22.8051921929039,13.6800593657813,-2.89962180907897,0.561233251794709,10.3021747109549,-11.6541806904313,13.9659260115052,5.5170587738737,-0.413729738289967,-7.04202730916769,-8.00853040834845,-0.30298866230372,-7.36806830768299,-3.05287497688273,-5.7415167939127,-4.92323302491933,-2.89827338908391,2.61718927506278,0.368771286126159,-0.197746454289507,-1.45800490553402,0.707318799930759,0.0674828562033798,-1.78516797354187,-0.48701711702393,-2.27403174065767,-0.503608092982136,-1.42753984115328,-0.425385821335276,-2.1913026948539e-13
"B4053_clean_8wks_Brain_20050623_052705.1.CEL",45.7513527859169,5.55619709344941,9.30977082007473,-7.77047103228202,8.50662743342508,-6.53216549423442,22.0564767101997,28.9046085348135,9.27252371101971,20.5331191294566,13.2284012286366,-8.29198949548149,15.8972422135585,-3.87344440933126,-17.3936727779581,16.0912023695235,0.31513607645334,-11.8201647248758,-0.205977687024224,5.95893233932951,-10.9612451977434,7.78602154594577,-13.0606844987031,-1.48152587013232,-8.95850035466105,-3.87006332009208,-4.45904131735942,-11.132623302853,-9.14571799662665,-19.0125061507466,5.8767185831394,3.2747712594798,1.59772214610104,-5.16448742437623,-5.06210755236457,-6.73522343527472,7.73925150126459,9.85870018498651,2.4947783179658,-7.97963706071683,5.41822018811563,-10.1527845414476,2.25888608486718,-1.02006165777506,1.31958546459788,-2.08426158276875e-13
"B4053_clean_8wks_Brain_20050623_052705.3.CEL",46.2069949863657,2.58205477381224,13.7854798931595,-12.5887436403526,10.4537324194357,-4.05783726364591,7.12335771820871,30.0713069495265,11.9856503142178,19.2929195486302,4.94289607721462,6.74922042175677,-3.11160991220303,-8.56223344396234,-7.63045599356269,6.29938376762144,-4.07452629041305,-11.42661160394,-3.18478803694637,13.0132795028331,-0.780227978240323,8.42040555487776,-8.75014143412906,5.20235950346465,-6.49244671306317,-8.82894983313258,1.90272393221074,13.583189943656,9.2907625807925,16.9096420742401,-6.43890812218367,-15.4094298617273,-13.4078821231243,1.89315226255565,-1.97717708908043,13.8716506060312,-1.35945308541458,-16.9729736689794,2.57411602690705,5.45067624728004,-0.284703395999714,8.02531945830059,-1.7993526998983,2.77048924534714,-1.30215821442056,-2.35532079950751e-13
